Student ID,Topic,Subtopic,Answer
1509,Real Functions of a single variable,"Domain, Image and Graphics",1
1557,Real Functions of a single variable,"Domain, Image and Graphics",1
1557,Real Functions of a single variable,"Domain, Image and Graphics",0
181,Real Functions of a single variable,"Domain, Image and Graphics",0
181,Real Functions of a single variable,"Domain, Image and Graphics",0
351,Real Functions of a single variable,"Domain, Image and Graphics",1
1564,Real Functions of a single variable,Limits and Continuity,1
181,Real Functions of a single variable,"Domain, Image and Graphics",0
1565,Real Functions of a single variable,Limits and Continuity,0
1481,Real Functions of a single variable,Limits and Continuity,0
1557,Real Functions of a single variable,"Domain, Image and Graphics",1
552,Real Functions of a single variable,Limits and Continuity,0
1557,Real Functions of a single variable,Limits and Continuity,1
1557,Real Functions of a single variable,Limits and Continuity,0
1557,Real Functions of a single variable,Limits and Continuity,0
854,Linear Algebra,Linear Systems,1
854,Linear Algebra,Linear Systems,1
26,Linear Algebra,Linear Systems,1
511,Linear Algebra,Linear Systems,1
973,Linear Algebra,Linear Systems,1
411,Linear Algebra,Linear Systems,0
852,Linear Algebra,Linear Systems,0
852,Linear Algebra,Linear Systems,1
852,Linear Algebra,Linear Systems,0
988,Linear Algebra,Linear Systems,0
988,Linear Algebra,Linear Systems,1
854,Linear Algebra,Linear Systems,0
860,Linear Algebra,Linear Systems,1
510,Linear Algebra,Linear Systems,0
979,Linear Algebra,Linear Systems,0
509,Linear Algebra,Linear Systems,1
511,Linear Algebra,Linear Systems,0
406,Linear Algebra,Linear Systems,1
406,Linear Algebra,Linear Systems,0
411,Linear Algebra,Linear Systems,1
852,Linear Algebra,Linear Systems,1
852,Linear Algebra,Linear Systems,1
600,Linear Algebra,Linear Systems,0
853,Linear Algebra,Linear Systems,1
853,Linear Algebra,Linear Systems,1
1248,Linear Algebra,Linear Systems,1
855,Linear Algebra,Linear Systems,0
855,Linear Algebra,Linear Systems,1
510,Linear Algebra,Linear Systems,1
509,Linear Algebra,Linear Systems,0
525,Linear Algebra,Linear Systems,1
986,Linear Algebra,Linear Systems,1
406,Linear Algebra,Linear Systems,1
414,Linear Algebra,Linear Systems,1
852,Linear Algebra,Linear Systems,0
28,Linear Algebra,Linear Systems,1
853,Linear Algebra,Linear Systems,1
853,Linear Algebra,Linear Systems,1
72,Linear Algebra,Linear Systems,0
988,Linear Algebra,Linear Systems,1
988,Linear Algebra,Linear Systems,1
1248,Linear Algebra,Linear Systems,1
855,Linear Algebra,Linear Systems,0
855,Linear Algebra,Linear Systems,0
511,Linear Algebra,Linear Systems,1
511,Linear Algebra,Linear Systems,0
406,Linear Algebra,Linear Systems,0
414,Linear Algebra,Linear Systems,1
414,Linear Algebra,Linear Systems,1
852,Linear Algebra,Linear Systems,1
852,Linear Algebra,Linear Systems,1
598,Linear Algebra,Linear Systems,0
854,Linear Algebra,Linear Systems,1
510,Linear Algebra,Linear Systems,0
524,Linear Algebra,Linear Systems,0
26,Linear Algebra,Linear Systems,1
511,Linear Algebra,Linear Systems,1
509,Linear Algebra,Linear Systems,0
406,Linear Algebra,Linear Systems,1
414,Linear Algebra,Linear Systems,0
411,Linear Algebra,Linear Systems,1
853,Linear Algebra,Linear Systems,1
625,Linear Algebra,Linear Systems,1
239,Differentiation,Derivatives,0
1049,Differentiation,Derivatives,0
483,Differentiation,Derivatives,1
352,Differentiation,Derivatives,0
64,Differentiation,Derivatives,1
176,Differentiation,Derivatives,1
165,Differentiation,Derivatives,1
626,Differentiation,Derivatives,0
349,Differentiation,Derivatives,1
349,Differentiation,Derivatives,0
918,Differentiation,Derivatives,1
64,Differentiation,Derivatives,1
411,Differentiation,Derivatives,0
178,Differentiation,Derivatives,0
634,Differentiation,Derivatives,0
239,Differentiation,Derivatives,1
175,Differentiation,Derivatives,0
985,Differentiation,Derivatives,1
349,Differentiation,Derivatives,0
918,Differentiation,Derivatives,0
155,Differentiation,Derivatives,0
1049,Differentiation,Derivatives,1
175,Differentiation,Derivatives,0
71,Differentiation,Derivatives,1
1564,Differentiation,Derivatives,0
407,Differentiation,Derivatives,0
37,Differentiation,Derivatives,1
177,Differentiation,Derivatives,1
176,Differentiation,Derivatives,0
344,Differentiation,Derivatives,1
165,Differentiation,Derivatives,1
175,Differentiation,Derivatives,0
483,Differentiation,Derivatives,1
174,Differentiation,Derivatives,1
177,Differentiation,Derivatives,0
176,Differentiation,Derivatives,0
351,Differentiation,Derivatives,1
1049,Differentiation,Derivatives,0
344,Differentiation,Derivatives,0
985,Differentiation,Derivatives,1
483,Differentiation,Derivatives,0
352,Differentiation,Derivatives,0
71,Differentiation,Derivatives,1
407,Differentiation,Derivatives,0
351,Differentiation,Derivatives,0
41,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
351,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
351,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
351,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
203,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
344,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
510,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
510,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
510,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
524,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
197,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
1274,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
525,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
525,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
525,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
1379,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
176,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
204,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
41,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
351,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
201,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
199,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
175,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
1518,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
524,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
524,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
524,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
1274,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
406,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
1379,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
71,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
160,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
405,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
176,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
204,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
41,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
351,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
351,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
202,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
199,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
200,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
524,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
483,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
1274,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
406,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
509,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
511,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
525,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
1379,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
64,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
219,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
176,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
204,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
204,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
41,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
351,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
203,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
200,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
524,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
483,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
1274,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
511,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
525,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
525,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
359,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
176,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
177,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
624,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
41,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
218,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
200,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
985,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
510,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
510,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
524,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
197,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
483,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
1274,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
525,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
176,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
41,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
351,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
218,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
201,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
199,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
81,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
156,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
175,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
985,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
483,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
1274,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
406,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
509,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
525,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
71,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
142,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
204,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
624,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
131,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
91,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
41,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
351,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
351,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
218,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
203,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
200,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
81,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
524,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
524,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
197,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
1274,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
511,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
1379,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
71,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
64,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
160,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
405,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
176,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
176,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
198,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
52,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
351,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
218,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
201,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
199,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
344,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
510,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
197,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
1274,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
509,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
525,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
525,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
525,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
64,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
405,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
151,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
131,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
91,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1
625,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",0
128,Linear Algebra,Matrices and Determinants,0
455,Linear Algebra,Matrices and Determinants,0
524,Linear Algebra,Matrices and Determinants,1
509,Linear Algebra,Matrices and Determinants,1
511,Linear Algebra,Matrices and Determinants,1
598,Linear Algebra,Matrices and Determinants,1
311,Linear Algebra,Matrices and Determinants,1
576,Linear Algebra,Matrices and Determinants,0
455,Linear Algebra,Matrices and Determinants,1
1518,Linear Algebra,Matrices and Determinants,1
509,Linear Algebra,Matrices and Determinants,1
986,Linear Algebra,Matrices and Determinants,1
406,Linear Algebra,Matrices and Determinants,0
71,Linear Algebra,Matrices and Determinants,1
411,Linear Algebra,Matrices and Determinants,0
411,Linear Algebra,Matrices and Determinants,0
52,Linear Algebra,Matrices and Determinants,0
422,Linear Algebra,Matrices and Determinants,1
90,Linear Algebra,Matrices and Determinants,0
128,Linear Algebra,Matrices and Determinants,0
509,Linear Algebra,Matrices and Determinants,1
166,Linear Algebra,Matrices and Determinants,1
411,Linear Algebra,Matrices and Determinants,0
420,Linear Algebra,Matrices and Determinants,1
80,Linear Algebra,Matrices and Determinants,1
600,Linear Algebra,Matrices and Determinants,0
311,Linear Algebra,Matrices and Determinants,1
311,Linear Algebra,Matrices and Determinants,0
311,Linear Algebra,Matrices and Determinants,0
90,Linear Algebra,Matrices and Determinants,0
1351,Linear Algebra,Matrices and Determinants,1
422,Linear Algebra,Matrices and Determinants,1
633,Linear Algebra,Matrices and Determinants,0
455,Linear Algebra,Matrices and Determinants,1
524,Linear Algebra,Matrices and Determinants,1
415,Linear Algebra,Matrices and Determinants,0
509,Linear Algebra,Matrices and Determinants,0
406,Linear Algebra,Matrices and Determinants,1
71,Linear Algebra,Matrices and Determinants,0
411,Linear Algebra,Matrices and Determinants,0
411,Linear Algebra,Matrices and Determinants,0
420,Linear Algebra,Matrices and Determinants,1
311,Linear Algebra,Matrices and Determinants,1
311,Linear Algebra,Matrices and Determinants,1
90,Linear Algebra,Matrices and Determinants,0
415,Linear Algebra,Matrices and Determinants,0
422,Linear Algebra,Matrices and Determinants,1
633,Linear Algebra,Matrices and Determinants,1
208,Linear Algebra,Matrices and Determinants,1
510,Linear Algebra,Matrices and Determinants,0
600,Linear Algebra,Matrices and Determinants,1
52,Linear Algebra,Matrices and Determinants,0
90,Linear Algebra,Matrices and Determinants,0
1247,Linear Algebra,Matrices and Determinants,0
511,Linear Algebra,Matrices and Determinants,0
511,Linear Algebra,Matrices and Determinants,1
71,Linear Algebra,Matrices and Determinants,1
422,Linear Algebra,Matrices and Determinants,1
422,Linear Algebra,Matrices and Determinants,1
52,Linear Algebra,Matrices and Determinants,0
598,Linear Algebra,Matrices and Determinants,0
311,Linear Algebra,Matrices and Determinants,0
311,Linear Algebra,Matrices and Determinants,1
415,Linear Algebra,Matrices and Determinants,0
511,Linear Algebra,Matrices and Determinants,1
975,Linear Algebra,Matrices and Determinants,1
422,Linear Algebra,Matrices and Determinants,0
80,Linear Algebra,Matrices and Determinants,0
600,Linear Algebra,Matrices and Determinants,1
598,Linear Algebra,Matrices and Determinants,1
311,Linear Algebra,Matrices and Determinants,1
311,Linear Algebra,Matrices and Determinants,0
311,Linear Algebra,Matrices and Determinants,0
311,Linear Algebra,Matrices and Determinants,0
90,Linear Algebra,Matrices and Determinants,0
415,Linear Algebra,Matrices and Determinants,1
422,Linear Algebra,Matrices and Determinants,0
633,Linear Algebra,Matrices and Determinants,0
90,Linear Algebra,Matrices and Determinants,0
415,Linear Algebra,Matrices and Determinants,1
422,Linear Algebra,Matrices and Determinants,1
633,Linear Algebra,Matrices and Determinants,1
250,Linear Algebra,Matrices and Determinants,0
1518,Linear Algebra,Matrices and Determinants,1
511,Linear Algebra,Matrices and Determinants,1
166,Linear Algebra,Matrices and Determinants,1
71,Linear Algebra,Matrices and Determinants,0
422,Linear Algebra,Matrices and Determinants,1
80,Linear Algebra,Matrices and Determinants,1
598,Linear Algebra,Matrices and Determinants,1
311,Linear Algebra,Matrices and Determinants,1
311,Linear Algebra,Matrices and Determinants,1
311,Linear Algebra,Matrices and Determinants,0
90,Linear Algebra,Matrices and Determinants,0
455,Linear Algebra,Matrices and Determinants,1
1518,Linear Algebra,Matrices and Determinants,0
973,Linear Algebra,Matrices and Determinants,1
422,Linear Algebra,Matrices and Determinants,0
311,Linear Algebra,Matrices and Determinants,1
91,Linear Algebra,Matrices and Determinants,1
455,Linear Algebra,Matrices and Determinants,0
1518,Linear Algebra,Matrices and Determinants,0
979,Linear Algebra,Matrices and Determinants,0
524,Linear Algebra,Matrices and Determinants,1
415,Linear Algebra,Matrices and Determinants,0
509,Linear Algebra,Matrices and Determinants,1
511,Linear Algebra,Matrices and Determinants,1
509,Linear Algebra,Matrices and Determinants,0
71,Linear Algebra,Matrices and Determinants,0
411,Linear Algebra,Matrices and Determinants,0
80,Linear Algebra,Matrices and Determinants,0
598,Linear Algebra,Matrices and Determinants,1
208,Linear Algebra,Matrices and Determinants,0
128,Linear Algebra,Matrices and Determinants,0
510,Linear Algebra,Matrices and Determinants,0
509,Linear Algebra,Matrices and Determinants,1
422,Linear Algebra,Matrices and Determinants,0
411,Linear Algebra,Matrices and Determinants,0
80,Linear Algebra,Matrices and Determinants,1
52,Linear Algebra,Matrices and Determinants,1
128,Linear Algebra,Matrices and Determinants,0
455,Linear Algebra,Matrices and Determinants,0
1518,Linear Algebra,Matrices and Determinants,1
510,Linear Algebra,Matrices and Determinants,0
166,Linear Algebra,Matrices and Determinants,1
406,Linear Algebra,Matrices and Determinants,0
411,Linear Algebra,Matrices and Determinants,0
600,Linear Algebra,Matrices and Determinants,1
311,Linear Algebra,Matrices and Determinants,0
311,Linear Algebra,Matrices and Determinants,0
311,Linear Algebra,Matrices and Determinants,0
90,Linear Algebra,Matrices and Determinants,0
415,Linear Algebra,Matrices and Determinants,0
633,Linear Algebra,Matrices and Determinants,0
415,Linear Algebra,Matrices and Determinants,1
633,Linear Algebra,Matrices and Determinants,1
128,Linear Algebra,Matrices and Determinants,1
1518,Linear Algebra,Matrices and Determinants,1
510,Linear Algebra,Matrices and Determinants,0
509,Linear Algebra,Matrices and Determinants,1
509,Linear Algebra,Matrices and Determinants,1
166,Linear Algebra,Matrices and Determinants,1
986,Linear Algebra,Matrices and Determinants,1
422,Linear Algebra,Matrices and Determinants,1
411,Linear Algebra,Matrices and Determinants,0
411,Linear Algebra,Matrices and Determinants,0
52,Linear Algebra,Matrices and Determinants,1
311,Linear Algebra,Matrices and Determinants,1
351,Differentiation,Derivatives,0
175,Differentiation,Derivatives,1
626,Differentiation,Derivatives,0
483,Differentiation,Derivatives,1
483,Differentiation,Derivatives,0
349,Differentiation,Derivatives,0
352,Differentiation,Derivatives,0
71,Differentiation,Derivatives,1
1564,Differentiation,Derivatives,0
80,Differentiation,Derivatives,1
751,Differentiation,Derivatives,0
36,Differentiation,Derivatives,1
37,Differentiation,Derivatives,1
37,Differentiation,Derivatives,1
634,Differentiation,Derivatives,0
239,Differentiation,Derivatives,1
626,Differentiation,Derivatives,0
175,Differentiation,Derivatives,0
985,Differentiation,Derivatives,0
174,Differentiation,Derivatives,0
155,Differentiation,Derivatives,0
36,Differentiation,Derivatives,1
37,Differentiation,Derivatives,1
177,Differentiation,Derivatives,0
176,Differentiation,Derivatives,0
178,Differentiation,Derivatives,0
239,Differentiation,Derivatives,1
175,Differentiation,Derivatives,0
349,Differentiation,Derivatives,1
349,Differentiation,Derivatives,1
352,Differentiation,Derivatives,0
189,Differentiation,Derivatives,0
